aX,aY,aZ,gX,gY,gZ
-0.109,-0.037,-0.260,-7.080,-15.686,-4.761
-0.050,0.102,-0.129,-33.813,-27.222,1.831
-0.002,0.161,-0.085,-54.688,-28.931,0.183
0.022,0.140,-0.039,-65.247,-30.945,0.305
0.011,0.080,0.046,-67.810,-32.166,2.747
0.003,0.029,0.108,-61.829,-28.198,7.019
-0.019,0.014,0.141,-48.340,-21.912,10.925
-0.020,-0.025,0.120,-31.372,-16.479,12.451
-0.020,-0.050,0.080,-15.686,-14.771,13.245
-0.019,-0.072,0.034,-4.150,-15.015,13.916
-0.028,-0.068,0.002,2.380,-14.832,15.808
-0.029,-0.039,-0.030,2.014,-12.329,18.066
0.002,0.013,-0.041,-4.639,-8.179,21.118
0.067,0.075,-0.024,-11.108,-4.578,23.437
0.127,0.126,-0.017,-11.902,-3.967,23.254
0.135,0.096,-0.017,-7.568,-5.554,20.447
0.098,0.076,-0.060,-4.028,-4.150,17.090
0.060,0.070,-0.104,-5.127,-0.122,15.198
0.042,0.088,-0.105,-9.094,3.540,15.015
0.004,0.072,-0.086,-9.460,4.028,14.526
-0.037,0.029,-0.080,-10.010,4.028,13.611
-0.063,0.011,-0.091,-11.353,4.150,13.428
-0.068,0.010,-0.133,-11.108,2.563,14.465
-0.070,0.090,-0.131,-8.972,-2.258,16.357
-0.088,0.227,-0.102,-2.502,-9.094,19.226
-0.205,0.403,-0.012,14.282,-26.062,20.935
-0.434,0.627,-0.019,32.471,-46.692,22.949
-0.630,0.828,-0.006,42.175,-57.678,23.132
-0.744,1.051,0.207,45.715,-62.439,22.034
-0.643,1.576,0.347,54.199,-61.951,22.095
-0.371,1.985,0.367,83.435,-52.002,17.944
-0.222,2.192,0.233,104.797,-36.133,6.714
-0.186,2.351,-0.023,82.458,-12.756,-1.465
-0.208,2.239,-0.230,11.780,7.996,-11.414
-0.499,2.531,-0.287,-87.830,23.499,-10.315
-0.693,2.370,-0.174,-126.587,34.180,-20.325
-0.928,2.230,-0.010,-130.188,40.344,-25.391
-1.143,1.968,-0.020,-109.436,41.199,-22.644
-1.310,1.899,0.193,-64.392,25.879,-9.644
-1.262,2.116,0.338,-25.391,16.541,7.568
-0.999,2.312,0.456,11.230,17.334,13.123
-0.790,2.294,0.460,42.236,18.066,14.343
-0.667,2.181,0.386,53.467,18.860,13.367
-0.562,2.069,0.337,36.072,25.818,13.184
-0.461,1.978,0.333,2.686,37.598,13.977
-0.379,1.794,0.273,-23.926,49.377,14.038
-0.337,1.565,0.168,-42.603,59.021,12.207
-0.323,1.335,0.101,-52.002,60.303,9.766
-0.313,1.141,0.030,-50.964,57.068,6.775
-0.317,1.024,-0.033,-47.424,54.932,4.944
-0.270,1.047,-0.072,-47.302,52.856,7.935
-0.215,1.075,-0.052,-39.917,42.480,13.428
-0.166,1.056,-0.047,-24.475,28.137,17.639
-0.127,0.997,-0.067,-10.315,16.907,19.714
-0.116,0.892,-0.097,-1.282,8.789,19.104
-0.122,0.781,-0.134,3.479,3.052,15.991
-0.140,0.658,-0.160,6.470,-3.479,10.864
-0.183,0.566,-0.169,6.897,-10.803,5.859
-0.229,0.485,-0.174,5.920,-17.578,2.930
-0.265,0.411,-0.169,2.869,-21.973,1.465
-0.293,0.384,-0.142,-3.113,-24.841,2.197
-0.315,0.385,-0.118,-10.254,-26.917,4.761
-0.323,0.440,-0.062,-17.822,-28.625,8.301
-0.314,0.526,-0.000,-23.865,-27.832,10.315
-0.296,0.613,-0.003,-27.039,-23.315,10.437
-0.284,0.677,0.014,-23.926,-20.935,10.803
-0.276,0.696,0.030,-16.541,-18.921,10.193
-0.285,0.683,0.034,-9.888,-14.771,10.742
-0.289,0.662,0.005,-5.737,-9.277,12.207
-0.267,0.670,-0.033,-3.601,-3.845,14.221
-0.243,0.737,-0.058,-2.930,0.916,17.029
-0.239,0.815,-0.113,-0.488,4.395,19.226
-0.238,0.891,-0.169,0.549,5.920,21.545
-0.230,0.994,-0.188,-5.188,6.592,24.475
-0.205,1.101,-0.192,-12.146,5.554,26.550
-0.192,1.181,-0.167,-14.221,1.709,27.039
-0.200,1.201,-0.155,-11.353,-2.197,25.635
-0.213,1.197,-0.161,-5.859,-4.333,23.132
-0.236,1.141,-0.153,2.197,-7.507,18.250
-0.254,1.087,-0.163,8.545,-12.024,13.855
-0.301,1.027,-0.161,11.353,-16.663,8.728
-0.347,0.932,-0.185,11.780,-19.226,1.160
-0.379,0.932,-0.195,9.766,-21.912,-1.953
-0.407,0.929,-0.176,10.681,-26.062,-3.784
-0.419,0.889,-0.126,12.939,-31.433,-5.920
-0.417,0.900,-0.083,12.634,-36.560,-6.958
-0.399,0.883,-0.051,12.878,-40.588,-7.996
-0.369,0.870,-0.026,13.428,-41.809,-8.606
-0.342,0.863,-0.045,15.320,-38.818,-9.338
-0.304,0.847,-0.091,17.212,-33.569,-9.460
-0.251,0.801,-0.147,23.376,-26.550,-8.057
-0.561,1.636,0.852,35.339,16.846,28.137
-0.434,1.794,0.722,52.734,35.950,18.066
-0.354,1.928,0.648,63.171,46.814,17.639
-0.301,2.169,0.653,61.829,44.189,22.827
-0.294,2.324,0.592,61.218,38.269,21.729
-0.492,2.507,0.374,48.462,19.531,17.578
-0.802,2.587,0.247,16.907,-0.854,5.066
-0.940,2.716,0.657,-32.227,-7.568,2.502
-1.176,2.975,0.809,-75.500,8.118,12.268
-1.487,3.410,-0.018,-98.450,27.588,27.283
-1.544,3.601,-0.467,-103.760,4.883,26.367
-1.250,3.266,-0.133,-99.854,-28.320,13.611
-1.066,2.821,0.061,-75.745,-31.189,9.705
-0.884,2.400,-0.179,-30.518,-18.799,-0.488
-0.642,2.057,-0.315,18.921,-12.329,-11.536
-0.450,1.847,-0.465,65.735,1.770,-12.756
-0.356,1.567,-0.703,104.553,19.165,-19.043
-0.237,1.156,-0.786,134.216,31.616,-34.546
-0.082,0.628,-0.661,149.597,32.532,-47.363
0.007,0.068,-0.547,153.015,27.161,-51.270
0.032,-0.376,-0.504,147.705,18.616,-48.401
0.014,-0.969,-0.412,142.700,5.554,-43.030
0.013,-1.122,-0.220,136.780,-7.690,-20.691
-0.035,-1.223,-0.057,131.775,-18.311,0.000
-0.091,-1.040,-0.054,129.944,-23.254,14.587
-0.107,-0.634,-0.208,117.676,-24.414,15.869
-0.136,-0.451,-0.284,97.473,-30.945,10.681
-0.161,-0.136,-0.277,61.035,-39.246,12.268
-0.159,0.028,-0.290,14.404,-36.804,0.977
-0.128,0.132,-0.304,-30.029,-31.799,-8.728
-0.077,0.131,-0.228,-59.265,-36.987,-13.062
-0.041,0.218,-0.051,-75.195,-43.579,-7.629
0.000,0.228,0.019,-83.984,-42.053,-4.944
0.032,0.179,0.040,-83.435,-37.476,-3.052
0.054,0.169,0.081,-72.998,-34.485,3.052
0.055,0.198,0.113,-57.617,-29.907,7.935
0.040,0.198,0.112,-42.542,-23.193,10.254
0.018,0.214,0.105,-30.701,-15.991,12.878
-0.010,0.166,0.098,-20.447,-10.742,13.123
-0.045,0.105,0.076,-10.620,-7.690,12.695
-0.089,0.040,0.046,-2.014,-5.310,12.146
-0.100,-0.017,0.031,4.395,-2.991,11.108
-0.088,-0.066,0.036,10.925,-4.456,10.071
-0.074,-0.092,0.028,15.564,-9.399,9.888
-0.057,-0.095,0.008,18.372,-15.442,9.888
-0.040,-0.108,-0.009,19.836,-19.958,10.437
-0.019,-0.113,-0.021,19.897,-21.301,11.475
-0.014,-0.095,-0.053,20.996,-19.531,14.038
-0.053,-0.090,-0.063,24.292,-14.893,16.296
-0.108,-0.059,-0.088,22.888,-7.629,18.860
-0.132,0.034,-0.055,21.667,-1.282,21.790
-0.158,0.191,0.006,29.053,-2.441,23.621
-0.179,0.387,0.086,44.312,-9.399,24.780
-0.191,0.634,0.155,65.735,-16.296,27.405
-0.263,0.821,0.197,93.750,-21.240,27.588
-0.369,1.055,0.146,118.469,-20.691,28.259
-0.444,1.187,0.250,125.183,-16.968,25.085
-0.411,1.309,0.385,114.136,-5.005,20.142
-0.299,1.368,0.370,93.811,5.249,21.912
-0.137,1.894,1.030,68.176,-3.174,37.659
-0.119,2.187,1.293,67.627,7.446,32.410
-0.435,2.377,0.793,76.355,27.222,23.743
-0.885,2.084,-0.485,66.589,55.969,1.953
-1.177,2.146,-1.146,-37.781,59.021,-0.244
-1.079,2.252,-0.545,-142.822,16.724,5.249
-0.985,2.288,0.691,-191.711,-19.165,14.404
-1.143,2.240,0.874,-175.598,12.634,24.597
-1.458,2.175,0.688,-144.592,54.504,30.396
-1.392,2.058,0.885,-111.816,47.668,43.701
-1.309,2.115,0.888,-73.364,36.194,57.800
-1.222,2.000,0.721,-22.888,29.907,42.236
-0.673,1.999,0.692,6.042,29.175,11.353
-0.295,1.942,0.532,7.812,35.889,-6.042
-0.086,1.793,0.348,7.446,41.809,-18.677
0.002,1.522,0.113,16.907,51.270,-27.893
0.017,1.301,0.108,31.189,42.236,-33.325
0.033,1.164,0.113,40.894,28.381,-33.875
0.062,0.943,0.145,53.589,18.066,-37.109
-0.127,0.662,-0.079,55.420,21.301,-29.846
-0.010,0.670,-0.039,19.714,14.832,-3.784
-0.240,0.823,-0.243,-13.672,7.446,21.240
-0.339,0.856,-0.126,-36.438,-4.639,29.663
-0.354,0.809,0.026,-44.006,-24.902,28.748
-0.361,0.839,0.159,-45.166,-33.630,30.212
-0.359,0.875,0.189,-38.879,-32.959,30.945
-0.367,0.862,0.210,-24.475,-29.907,25.513
-0.352,0.786,0.236,-6.042,-27.222,19.226
-0.298,0.716,0.222,8.545,-22.461,15.564
-0.231,0.651,0.218,16.724,-17.944,11.780
-0.164,0.633,0.181,16.296,-11.475,10.559
-0.140,0.628,0.098,13.000,-4.822,9.033
-0.139,0.612,0.030,8.179,-0.366,7.446
-0.166,0.596,0.014,0.671,0.122,6.592
-0.226,0.608,-0.005,-8.667,-1.160,7.385
-0.291,0.633,-0.019,-19.897,-2.502,8.423
-0.336,0.672,0.029,-33.142,-3.967,9.216
-0.376,0.697,0.114,-41.931,-6.042,8.545
-0.395,0.709,0.173,-44.128,-6.775,7.141
-0.393,0.756,0.202,-44.189,-5.981,6.775
-0.354,0.820,0.192,-40.344,-3.784,6.836
-0.286,0.877,0.188,-32.959,-1.099,6.897
-0.229,0.945,0.140,-22.644,1.038,7.263
-0.192,0.966,0.053,-10.803,2.686,7.263
-0.162,0.968,0.008,-2.625,3.479,7.629
-0.148,0.975,0.000,1.160,3.235,8.972
-0.170,0.966,-0.017,3.662,1.770,9.766
-0.227,0.945,-0.012,2.319,0.061,11.292
-0.286,0.932,0.023,-3.113,-1.343,13.672
-0.337,0.917,0.098,-8.179,-3.052,15.259
-0.373,0.908,0.157,-10.376,-3.479,15.503
-0.402,0.893,0.188,-11.292,-2.441,15.137
-0.418,0.881,0.179,-12.146,-0.305,14.099
-0.430,0.884,0.168,-13.428,1.099,12.695
-0.429,0.888,0.156,-13.489,0.977,11.292
-0.418,0.907,0.143,-13.550,0.183,9.827
-0.402,0.926,0.135,-13.000,-0.061,8.118
-0.384,0.940,0.117,-11.780,0.671,6.348
-0.367,0.942,0.100,-10.986,2.808,4.700
-0.348,0.947,0.074,-11.230,6.042,4.150
-0.589,1.908,0.265,60.425,55.115,28.564
-0.650,2.023,0.175,57.800,54.504,32.593
-0.671,2.034,0.220,42.908,48.157,30.518
-0.721,1.934,0.488,28.931,33.813,21.667
-0.689,1.874,0.501,18.677,28.198,18.311
-0.615,1.927,0.402,8.057,36.865,22.095
-0.568,2.064,0.294,-3.296,38.391,30.151
-0.536,2.329,0.156,-2.930,33.325,39.734
-0.552,2.422,0.159,5.493,23.865,43.030
-0.570,2.394,0.229,16.846,13.000,41.748
-0.610,2.315,0.258,30.273,4.517,39.673
-0.646,2.120,0.309,42.603,-1.953,33.020
-0.640,1.905,0.373,50.842,-4.272,27.527
-0.602,1.683,0.384,56.030,-0.427,25.146
-0.563,1.506,0.325,54.504,5.920,25.208
-0.527,1.241,0.264,48.401,11.353,25.024
-0.506,0.911,0.146,33.997,17.944,26.550
-0.473,0.638,0.013,16.968,20.935,30.884
-0.419,0.470,-0.034,6.226,19.958,32.471
-0.337,0.366,0.060,3.723,18.005,28.015
-0.267,0.231,0.129,8.240,21.423,19.592
-0.240,0.188,0.186,10.742,25.024,10.803
-0.230,0.235,0.182,10.437,29.297,1.465
-0.177,0.168,0.133,8.789,38.940,-12.024
-0.097,0.239,0.186,1.160,43.091,-18.616
-0.041,0.189,0.104,-3.723,50.171,-31.738
0.028,0.033,-0.026,-4.700,55.359,-46.265
0.033,-0.281,-0.216,-0.854,54.138,-56.091
0.106,0.075,-0.203,-3.357,40.771,-47.241
0.121,-0.318,-0.303,-20.142,32.776,-56.213
0.187,0.070,-0.223,-10.254,20.691,-53.162
0.194,-0.002,-0.187,-21.912,4.395,-57.068
0.184,0.092,-0.109,-19.287,-9.644,-58.960
0.125,0.097,-0.024,-17.944,-24.536,-57.434
0.063,0.028,0.038,-20.996,-38.269,-57.739
0.005,-0.044,0.148,-26.001,-53.162,-55.481
-0.037,-0.101,0.216,-26.733,-62.561,-51.880
-0.066,-0.182,0.287,-19.287,-65.125,-47.668
-0.075,-0.247,0.293,-10.498,-58.105,-40.649
-0.066,-0.249,0.182,-8.789,-40.405,-28.442
-0.030,-0.213,0.037,-10.437,-23.193,-16.052
0.014,-0.128,-0.067,-9.521,-14.343,-6.470
0.046,-0.060,-0.139,-3.845,-11.353,-1.648
0.073,0.062,-0.186,2.869,-10.803,1.404
0.085,0.136,-0.187,12.329,-10.925,2.380
0.071,0.185,-0.208,22.705,-9.277,2.380
0.026,0.154,-0.261,31.250,-4.883,2.197
-0.009,0.158,-0.286,32.654,-4.028,3.174
-0.055,0.109,-0.289,30.457,-2.319,4.578
-0.096,0.172,-0.308,29.846,-2.441,8.545
-0.112,0.333,-0.273,40.283,-6.042,13.062
-0.134,0.454,-0.169,62.134,-15.503,15.198
-0.196,0.575,-0.046,87.891,-26.489,16.296
-0.295,0.592,0.141,109.253,-36.438,12.451
-0.387,0.605,0.115,118.286,-44.495,10.925
-0.530,0.633,-0.068,101.868,-51.758,10.742
-0.708,0.897,-0.188,49.011,-59.082,11.047
-0.784,1.336,0.070,-17.456,-75.012,17.517
-0.794,1.658,0.666,-72.571,-106.018,27.222
-0.776,2.174,1.048,-85.205,-109.436,50.537
-1.051,2.980,0.617,-79.651,-65.125,89.417
-0.995,3.610,0.391,-111.023,-13.855,92.041
-1.113,3.124,-0.143,-112.732,31.006,49.133
-0.991,2.791,-0.188,-104.248,23.071,44.189
-0.838,2.535,-0.117,-76.294,13.916,32.532
-0.730,2.238,0.051,-39.246,15.015,16.052
-0.662,2.123,0.393,3.540,18.616,-5.127
-0.636,1.972,0.756,47.852,21.912,-26.184
-0.633,1.849,0.966,88.074,24.231,-36.194
-0.651,1.695,0.966,107.727,24.597,-34.546
-0.597,1.621,0.844,103.027,29.419,-21.912
-0.494,1.522,0.732,89.905,34.546,-4.517
-0.386,1.269,0.625,74.036,36.194,7.629
-0.277,1.065,0.495,52.002,39.246,16.846
-0.230,0.897,0.310,25.635,44.495,23.499
-0.230,0.758,0.190,4.272,43.762,28.748
-0.270,0.647,0.074,-9.460,36.499,31.250
-0.324,0.580,-0.018,-22.034,22.522,29.358
-0.375,0.567,-0.020,-33.936,5.249,27.710
-0.413,0.639,0.039,-47.363,-5.981,28.137
-0.422,0.763,0.122,-64.453,-10.376,31.433
-0.422,0.889,0.131,-77.271,-7.996,34.973
-0.411,0.979,0.104,-82.092,-4.211,35.156
-0.400,1.052,0.088,-74.768,-2.625,31.372
-0.369,1.107,0.055,-55.420,-1.099,24.658
-0.321,1.069,0.057,-28.259,0.671,16.724
-0.248,0.923,0.084,-5.005,2.441,8.606
-0.206,0.764,0.062,12.390,7.263,4.333
-0.215,0.629,0.039,27.893,13.733,5.371
-0.200,0.575,-0.016,37.231,19.287,10.986
-0.203,0.585,-0.043,38.879,20.935,16.235
-0.188,0.599,-0.053,33.203,20.142,19.897
-0.170,0.606,-0.059,19.104,17.212,21.790
-0.173,0.644,-0.036,3.357,13.611,23.376
-0.170,0.664,0.029,-11.047,8.118,25.635
-0.172,0.652,0.100,-22.278,2.319,26.672
-0.185,0.647,0.145,-31.921,-2.197,25.574
-0.244,0.696,0.180,-39.795,-5.310,23.682
-0.331,0.748,0.161,-44.495,-6.104,21.179
-0.370,0.874,0.084,-47.363,-3.906,20.569
-0.376,0.960,0.044,-42.175,-4.089,21.301
-0.341,1.002,0.054,-29.663,-7.202,21.545
-0.274,1.048,0.109,-15.320,-9.827,23.071
-0.227,1.048,0.133,-1.465,-9.827,23.987
-0.219,1.034,0.100,10.376,-5.615,25.085
-0.185,1.023,0.048,23.682,-0.793,26.917
-0.155,0.952,-0.053,36.316,4.517,23.193
-0.183,0.849,-0.148,40.161,9.277,12.573
-0.280,0.778,-0.199,24.841,14.465,-1.831
-0.349,0.674,-0.198,3.479,16.418,-15.320
-0.387,0.594,-0.162,-11.902,14.587,-24.719
-0.402,0.522,-0.132,-23.987,10.071,-28.320
-0.431,0.516,-0.141,-36.621,5.859,-27.222
-0.450,0.455,-0.146,-49.500,1.831,-25.940
-0.471,0.411,-0.121,-60.669,-2.686,-22.827
-0.495,0.363,-0.072,-72.937,-5.127,-19.287
-0.509,0.328,-0.019,-83.313,-3.418,-14.282
-0.441,0.386,-0.032,-87.036,3.174,-6.653
-0.451,0.422,0.016,-80.811,7.568,-3.723
-0.292,1.629,1.081,166.382,26.550,-11.169
-0.588,2.099,0.919,155.823,44.556,4.211
-0.863,2.201,0.632,149.048,46.570,15.320
-0.969,2.322,0.402,119.446,37.292,30.945
-0.881,2.362,0.261,74.829,28.870,40.344
-0.901,2.233,0.314,39.429,16.296,27.405
-0.936,2.554,0.679,9.460,1.282,11.292
-0.882,3.081,0.966,-8.728,-11.292,5.066
-0.834,3.430,1.126,-6.226,-18.005,0.854
-0.749,3.422,1.077,1.221,-19.531,-2.930
-0.566,3.158,0.812,1.953,-8.789,-6.165
-0.436,2.749,0.657,-1.404,3.174,-6.592
-0.385,2.127,0.526,-0.366,14.771,-10.681
-0.377,1.852,0.404,-2.075,26.978,-8.545
-0.435,1.812,0.284,7.629,21.973,-1.221
-0.418,1.557,0.152,33.875,12.573,-1.709
-0.319,1.130,0.044,52.612,10.254,-4.028
-0.188,0.807,0.041,60.791,10.803,-5.737
-0.086,0.508,-0.049,69.519,20.752,-14.526
-0.078,-0.099,-0.371,79.041,41.809,-34.485
-0.035,-0.387,-0.587,63.232,56.030,-45.776
0.029,-0.410,-0.697,38.879,61.523,-53.467
-0.038,-0.323,-0.675,6.836,53.833,-60.364
-0.031,-0.487,-0.544,-60.608,44.617,-71.350
-0.175,-0.399,-0.879,-50.781,49.133,-84.412
-0.250,-0.724,-0.878,-82.031,23.560,-64.209
-0.283,-0.570,-0.700,-75.928,-0.732,-40.833
-0.287,-0.288,-0.521,-101.318,-19.104,-17.151
-0.298,0.018,-0.340,-131.958,-28.625,-7.935
-0.268,0.045,-0.318,-156.189,-32.043,-9.644
-0.292,0.063,-0.204,-172.302,-40.039,-7.446
-0.319,0.137,0.050,-182.312,-45.593,3.662
-0.307,0.223,0.135,-162.903,-40.955,20.691
-0.283,0.323,0.302,-115.723,-37.598,31.128
-0.188,0.404,0.344,-65.430,-25.452,37.292
-0.088,0.304,0.282,-24.109,-12.756,30.640
-0.005,0.193,0.237,3.845,-0.732,27.405
0.056,0.062,0.155,26.794,8.728,25.269
0.108,0.006,0.104,43.152,13.245,26.245
0.158,-0.045,0.011,45.044,14.771,25.696
0.211,-0.011,-0.009,36.987,10.925,26.184
0.240,-0.007,-0.066,23.804,6.287,23.254
0.248,-0.001,-0.097,11.292,1.282,21.240
0.217,-0.089,-0.112,6.226,-3.418,19.531
0.164,-0.086,-0.119,0.793,-7.690,21.545
0.077,-0.037,-0.115,-5.798,-9.338,24.170
-0.011,0.031,-0.078,-9.094,-9.888,26.428
-0.094,0.046,-0.080,-8.667,-9.277,26.489
-0.140,0.093,-0.097,-12.024,-9.399,25.757
-0.165,0.141,-0.131,-12.146,-12.695,23.621
-0.159,0.160,-0.121,-7.263,-19.287,20.691
-0.191,0.122,-0.087,2.319,-27.222,16.418
-0.267,0.137,-0.149,11.292,-29.724,13.062
-0.331,0.221,-0.210,16.052,-29.419,13.306
-0.393,0.318,-0.221,21.973,-31.555,15.869
-0.463,0.470,-0.193,28.992,-35.034,20.264
-0.479,0.756,-0.104,40.222,-40.833,27.466
-0.424,1.096,0.029,63.721,-48.950,35.034
-0.349,1.443,0.152,97.046,-54.321,39.124
-0.340,1.734,0.229,122.009,-53.955,37.598
-0.266,1.928,0.285,117.920,-36.255,30.823
-0.076,2.141,0.532,83.923,-12.756,23.254
0.143,2.354,0.820,56.580,4.456,16.724
-0.154,2.230,0.474,40.771,24.353,15.686
-0.415,2.375,0.434,24.170,35.583,18.738
-0.748,1.932,0.102,-0.427,42.236,8.362
-0.871,1.733,-0.266,-14.099,41.382,4.150
-0.780,1.819,-0.371,-41.809,26.855,11.719
-0.682,1.938,0.020,-60.974,-9.766,16.479
-0.605,2.076,0.510,-49.438,-40.833,21.484
-0.537,2.254,0.673,-29.175,-45.288,31.433
-0.515,2.235,0.352,-10.498,-28.381,32.593
-0.488,2.120,0.142,-4.883,-18.433,27.710
-0.399,1.937,0.223,-11.169,-18.738,21.545
-0.346,1.832,0.370,-20.752,-16.479,17.517
-0.369,1.798,0.371,-27.405,-9.216,15.503
-0.388,1.804,0.307,-31.189,-3.601,13.123
-0.381,1.812,0.245,-29.663,-1.160,10.376
-0.371,1.703,0.205,-18.677,-1.587,5.188
-0.335,1.485,0.179,-5.005,-3.174,-0.244
-0.273,1.318,0.138,4.272,-2.869,0.671
-0.235,1.167,0.092,9.949,-2.075,6.104
-0.212,1.035,0.059,11.230,-1.282,11.658
-0.208,0.929,0.024,9.399,-1.831,14.893
-0.225,0.779,0.004,9.888,-4.517,14.954
-0.239,0.644,-0.008,11.780,-7.751,13.977
-0.263,0.533,-0.032,12.207,-9.949,15.137
-0.272,0.510,-0.044,6.775,-11.475,19.775
-0.252,0.511,-0.005,0.549,-12.573,25.574
-0.211,0.549,0.033,-3.601,-13.367,29.419
-0.193,0.563,0.031,-7.385,-10.742,29.724
-0.192,0.602,-0.006,-10.376,-6.897,27.771
-0.193,0.624,-0.030,-12.939,-5.798,25.208
-0.203,0.651,-0.027,-17.578,-5.859,21.545
-0.221,0.662,0.000,-22.888,-5.371,17.090
-0.229,0.666,0.035,-26.062,-5.127,14.038
-0.220,0.713,0.065,-26.489,-4.395,14.099
-0.220,0.752,0.056,-24.780,-1.282,15.259
-0.228,0.788,0.045,-21.484,3.113,15.869
-0.246,0.815,0.018,-17.456,6.958,16.602
-0.265,0.866,-0.016,-13.184,9.644,17.822
-0.284,0.893,-0.032,-8.789,10.864,19.348
-0.273,0.941,-0.026,-5.615,11.780,21.912
-0.246,0.971,0.002,-1.648,10.803,25.146
-0.223,0.957,0.011,4.272,9.277,26.611
-0.199,0.928,-0.009,9.338,8.118,25.879
-0.184,0.884,-0.027,11.536,6.348,24.292
-0.197,0.787,-0.042,12.512,3.052,20.203
-0.217,0.716,-0.058,8.179,0.916,16.724
-0.246,0.667,-0.088,1.526,0.671,15.686
-0.283,0.649,-0.130,-5.798,0.305,16.724
-0.318,0.655,-0.165,-11.841,-0.549,17.944
-0.340,0.680,-0.199,-18.860,-2.014,18.860
-0.339,0.694,-0.176,-26.855,-3.845,18.555
-0.314,0.702,-0.135,-35.583,-6.226,17.151
-0.289,0.711,-0.092,-46.387,-7.812,15.808
-0.268,0.736,-0.048,-56.580,-7.446,14.526
-0.253,0.759,-0.054,-61.707,-5.127,12.939
-0.234,0.751,0.017,-63.477,-3.662,10.498
-0.540,1.878,0.705,96.497,30.579,2.197
-0.620,2.026,0.757,93.262,22.949,-0.854
-0.682,2.139,0.580,83.801,20.813,-4.272
-0.612,2.222,0.637,62.866,21.179,-7.263
-0.515,2.309,0.826,41.016,26.855,-10.681
-0.456,2.396,0.957,17.761,37.537,-11.414
-0.470,2.519,0.798,-9.155,56.824,-3.418
-0.456,2.791,0.447,-35.034,66.284,9.888
-0.480,2.962,0.148,-43.091,48.584,11.719
-0.531,2.805,0.004,-44.189,23.315,-2.014
-0.550,2.464,-0.125,-50.964,11.230,-14.404
-0.573,2.015,-0.200,-44.189,8.179,-19.104
-0.599,1.634,-0.208,-32.471,-0.610,-14.954
-0.598,1.261,-0.207,-27.649,-13.367,-7.385
-0.551,0.879,-0.190,-30.579,-20.691,-2.380
-0.486,0.557,-0.180,-39.734,-21.729,1.526
-0.405,0.364,-0.179,-51.819,-21.790,5.737
-0.326,0.255,-0.149,-58.472,-24.414,4.700
-0.266,0.151,-0.161,-57.068,-23.926,3.113
-0.236,0.118,-0.170,-52.490,-20.569,4.944
-0.194,-0.000,-0.155,-46.753,-13.977,2.258
-0.118,-0.092,-0.194,-44.067,-1.221,-4.211
-0.046,-0.194,-0.249,-38.330,6.409,-11.841
-0.018,-0.183,-0.250,-26.917,2.258,-19.348
-0.029,-0.224,-0.324,-18.555,-2.747,-27.710
-0.019,-0.123,-0.403,-23.499,-3.540,-28.137
0.012,0.025,-0.388,-31.128,-4.517,-24.902
0.049,0.114,-0.306,-26.978,-9.277,-22.400
0.078,0.135,-0.233,-18.738,-13.611,-23.254
0.079,0.151,-0.184,-14.404,-16.113,-22.705
0.081,0.150,-0.140,-12.939,-16.541,-21.240
0.076,0.121,-0.105,-13.672,-15.320,-20.874
0.056,0.071,-0.069,-17.761,-13.428,-19.653
0.025,0.047,-0.013,-22.034,-11.658,-16.235
-0.006,0.066,0.010,-23.010,-7.263,-11.292
-0.043,0.094,-0.003,-16.846,-2.319,-5.676
-0.081,0.063,-0.038,-6.836,-0.671,-1.221
-0.101,0.059,-0.061,2.563,-3.601,3.967
-0.089,0.058,-0.021,12.512,-8.484,9.521
-0.052,0.063,0.034,22.522,-13.062,14.221
-0.018,0.051,0.062,30.334,-15.320,18.555
0.004,0.025,0.045,34.485,-15.137,21.179
0.015,-0.027,-0.005,35.583,-14.587,21.973
0.019,-0.080,-0.082,35.645,-14.404,21.423
0.014,-0.099,-0.146,35.583,-16.602,21.851
-0.016,-0.084,-0.170,39.429,-22.156,22.949
-0.081,-0.077,-0.204,49.377,-27.771,24.231
-0.195,-0.081,-0.262,58.472,-27.771,25.635
-0.252,-0.008,-0.222,59.448,-24.658,27.649
-0.273,0.151,-0.095,62.622,-25.452,30.090
-0.309,0.348,0.033,74.890,-29.724,32.349
-0.350,0.597,0.155,88.074,-32.715,35.583
-0.408,0.826,0.221,104.919,-32.959,38.452
-0.493,1.133,0.232,117.554,-31.860,41.748
-0.578,1.502,0.157,114.075,-31.738,42.175
-0.469,1.825,0.190,93.140,-27.466,33.020
-0.276,2.017,0.452,73.853,-24.963,14.954
-0.129,2.210,0.643,61.768,-18.555,2.014
-0.176,2.332,0.515,39.429,-6.775,2.441
-0.588,2.224,0.028,8.728,7.751,5.676
-0.633,2.273,-0.249,-39.917,18.005,15.137
-0.561,2.477,-0.114,-103.821,23.193,27.771
-0.595,2.779,-0.092,-132.629,17.212,35.034
-0.677,2.775,0.227,-122.375,-2.136,31.433
-0.689,2.536,0.592,-77.087,-11.169,12.817
-0.659,2.404,0.636,-24.841,-4.028,-1.343
-0.647,2.255,0.428,10.559,-3.357,-11.108
-0.554,2.099,0.241,21.057,-4.822,-16.357
-0.439,1.826,0.245,17.151,-3.235,-16.113
-0.383,1.630,0.310,0.122,3.235,-6.897
-0.400,1.485,0.342,-23.865,12.878,6.470
-0.456,1.369,0.308,-42.236,22.217,18.311
-0.491,1.283,0.239,-45.654,25.208,26.001
