aX,aY,aZ,gX,gY,gZ
0.361,0.888,-0.140,131.592,-22.949,-1.770
0.329,0.936,-0.063,104.187,-17.517,3.601
0.319,1.010,0.126,46.814,-11.963,9.644
0.375,1.155,0.134,-6.226,0.549,14.771
0.359,1.111,-0.055,-30.762,13.550,10.010
0.314,1.117,-0.225,-53.345,14.343,5.615
0.319,1.094,-0.365,-71.228,7.690,1.831
0.375,1.078,-0.428,-72.876,-2.014,-2.686
0.438,1.021,-0.437,-55.969,-12.146,-8.362
0.463,0.987,-0.393,-32.166,-19.958,-13.977
0.457,0.968,-0.363,-7.812,-22.339,-17.395
0.411,0.900,-0.344,16.235,-20.874,-19.287
0.356,0.874,-0.331,32.959,-19.775,-15.259
0.317,0.890,-0.301,39.490,-18.677,-8.118
0.257,0.885,-0.276,38.574,-15.930,-5.676
0.198,0.848,-0.246,27.161,-12.085,-6.165
0.159,0.830,-0.196,6.348,-8.911,-3.967
0.153,0.850,-0.179,-10.376,-7.141,-0.305
0.150,0.844,-0.163,-21.545,-7.446,2.197
0.155,0.838,-0.148,-30.029,-8.179,4.944
0.373,1.486,-0.695,-190.979,20.691,15.625
0.411,1.195,-0.311,-131.836,-3.052,-15.625
0.481,0.897,-0.126,-51.575,-4.639,-27.466
0.677,0.798,-0.173,14.954,10.254,-11.963
0.722,1.019,-0.219,62.683,16.113,1.648
0.690,1.003,-0.210,110.718,12.268,-9.949
0.632,0.877,-0.175,157.104,14.099,-26.611
0.576,0.759,-0.197,174.316,24.475,-31.372
0.527,0.790,-0.267,152.588,38.086,-20.447
0.516,0.958,-0.306,110.352,43.396,-5.066
0.497,1.011,-0.304,74.646,39.917,0.732
0.493,1.031,-0.229,44.678,30.884,3.174
0.489,1.062,-0.151,23.071,23.071,7.385
0.448,1.005,-0.121,13.306,17.395,8.484
0.409,0.929,-0.102,6.653,11.597,9.338
0.398,0.883,-0.125,1.038,6.592,11.292
0.393,0.844,-0.131,-3.052,1.770,13.794
0.371,0.791,-0.124,-5.676,-2.686,15.625
0.366,0.777,-0.130,-8.179,-4.517,18.372
0.359,0.778,-0.123,-11.353,-3.845,21.606
0.347,0.809,-0.133,-15.930,-0.427,25.574
0.334,0.841,-0.163,-20.935,4.089,29.236
0.331,0.897,-0.182,-27.161,6.409,32.471
0.331,0.933,-0.203,-31.982,6.714,34.058
0.333,0.963,-0.216,-33.630,5.737,33.264
0.328,0.956,-0.204,-30.212,2.197,30.273
0.328,0.946,-0.172,-24.170,-2.258,26.672
0.329,0.915,-0.136,-15.259,-5.554,22.644
0.332,0.891,-0.143,-6.470,-7.080,19.470
0.339,0.863,-0.166,1.404,-6.897,17.212
0.348,0.844,-0.209,8.179,-5.310,16.052
0.358,0.829,-0.244,11.719,-4.089,16.052
0.368,0.847,-0.245,9.949,-4.089,17.090
0.379,0.870,-0.231,8.118,-4.700,17.761
0.383,0.892,-0.210,9.888,-4.944,16.846
0.356,0.900,-0.192,16.479,-3.357,15.625
0.323,0.950,-0.229,30.518,2.991,17.761
0.277,0.910,-0.316,52.551,10.620,20.508
0.264,0.837,-0.351,70.740,11.536,29.968
0.298,0.810,-0.311,77.820,2.869,49.500
0.285,0.860,-0.204,82.458,-10.376,65.979
0.244,0.822,-0.244,92.896,-17.700,69.153
0.188,0.750,-0.321,97.290,-18.860,68.420
0.143,0.656,-0.339,85.144,-19.775,68.176
0.158,0.617,-0.382,69.641,-18.982,61.829
0.121,0.580,-0.478,40.710,-22.461,46.387
0.049,0.403,-0.567,-19.958,-31.555,40.344
0.033,0.554,-0.394,-104.248,-48.279,62.439
-0.014,0.688,-0.260,-166.321,-64.148,80.322
-0.019,0.865,-0.145,-195.251,-73.547,88.196
0.057,1.013,-0.060,-198.975,-76.538,89.600
0.128,1.163,-0.071,-185.547,-70.435,81.543
0.225,1.204,-0.235,-162.842,-59.265,65.735
0.248,1.222,-0.248,-139.343,-52.795,50.293
0.266,1.216,-0.232,-126.282,-49.927,41.443
0.192,1.252,-0.238,-114.197,-44.556,37.476
0.146,1.316,-0.227,-96.436,-39.001,35.217
0.094,1.244,-0.136,-74.158,-35.828,30.273
0.300,1.221,-0.043,-61.340,-31.494,31.250
0.587,1.286,-0.129,-47.363,-18.188,35.339
0.854,1.458,-0.444,-33.325,1.465,38.513
0.996,1.526,-0.887,-7.141,11.169,32.715
1.014,1.349,-0.980,47.424,-0.488,15.686
0.726,1.249,-0.489,108.826,-22.095,2.319
0.548,1.061,-0.082,162.598,-30.151,-9.155
0.418,0.843,0.306,197.571,-32.104,-20.874
0.366,0.715,0.639,190.918,-25.818,-22.522
0.374,0.760,0.451,164.490,-3.784,-14.709
0.382,0.853,0.405,140.869,7.690,-6.348
0.453,0.943,0.230,124.023,14.526,-2.930
0.540,1.043,-0.046,113.281,19.348,-0.488
0.616,1.086,-0.125,92.529,9.521,1.038
0.590,1.044,-0.091,62.988,0.732,-0.793
0.471,0.853,-0.105,37.170,2.930,-4.089
0.431,0.804,-0.047,9.155,5.127,1.282
0.403,0.818,0.018,-7.812,5.615,8.240
0.376,0.768,0.045,-5.493,10.376,7.324
0.347,0.740,0.032,2.197,16.663,5.432
0.288,0.670,-0.024,10.193,21.545,5.859
0.309,0.718,-0.078,9.705,21.362,14.282
0.326,0.778,-0.060,10.742,13.672,21.729
0.357,0.836,-0.053,17.090,7.568,22.583
0.345,0.866,-0.050,20.264,5.249,21.606
0.362,0.940,-0.004,16.541,6.714,20.447
0.345,0.835,-0.025,10.010,12.756,14.832
0.372,0.792,-0.027,-7.996,15.564,16.296
0.395,0.854,0.076,-31.006,12.451,24.414
0.381,0.860,0.086,-38.391,13.489,24.658
0.350,0.855,0.003,-30.334,18.433,20.325
0.317,0.848,-0.056,-18.433,21.301,15.869
0.307,0.800,-0.103,-7.629,24.048,11.841
0.311,0.753,-0.137,-4.272,27.039,10.498
0.309,0.762,-0.175,-11.108,28.809,13.489
0.306,0.791,-0.199,-19.836,29.846,16.968
0.304,0.792,-0.195,-20.386,29.358,17.456
0.294,0.765,-0.181,-13.855,27.832,15.320
0.287,0.706,-0.170,-10.193,26.428,14.038
0.319,0.663,-0.102,-17.822,21.301,15.625
0.370,0.733,0.047,-32.104,14.709,20.325
0.441,0.827,0.092,-29.724,14.648,20.081
0.490,0.881,-0.043,-10.742,18.799,12.451
0.524,0.913,-0.151,7.263,16.235,2.502
0.557,0.955,-0.137,21.912,9.338,-7.324
0.525,0.927,-0.163,42.786,10.681,-18.982
0.435,0.886,-0.254,67.871,16.357,-27.161
0.460,0.945,-0.287,87.036,15.503,-22.339
0.479,1.089,-0.213,100.159,7.141,-14.771
0.413,1.146,-0.165,116.821,0.183,-19.409
0.356,1.134,-0.081,117.615,-1.282,-29.846
0.267,1.126,0.024,90.149,-1.343,-38.330
0.146,0.872,0.044,31.677,-1.099,-40.833
0.206,0.904,0.180,-43.030,-3.845,-18.188
0.290,1.051,0.259,-99.976,-5.432,12.268
0.335,1.138,0.216,-119.812,-5.554,29.297
0.367,1.207,0.080,-105.774,-5.371,35.095
0.393,1.261,-0.035,-67.749,-6.836,31.067
0.410,1.215,-0.113,-20.142,-9.033,20.020
0.389,1.162,-0.114,12.878,-11.414,9.644
0.365,1.131,-0.078,24.048,-10.742,5.737
0.714,1.266,-0.533,-50.232,0.183,1.953
0.630,1.341,-0.411,30.579,-13.367,-1.282
0.508,1.130,-0.223,117.432,-17.517,-23.682
0.353,0.921,-0.013,195.312,-9.521,-43.396
0.236,0.704,0.032,254.761,5.432,-52.307
0.205,0.631,-0.081,272.400,19.165,-46.265
0.210,0.597,-0.069,229.309,14.404,-31.799
0.227,0.666,0.058,144.348,0.854,-15.564
0.253,0.763,0.098,47.729,-3.479,1.587
0.348,0.896,0.049,-25.085,-1.099,19.226
0.406,0.949,-0.013,-77.454,-4.761,27.283
0.463,1.046,0.008,-124.573,-15.381,31.372
0.510,1.151,0.063,-151.428,-24.170,30.884
0.557,1.211,0.084,-142.456,-25.513,20.935
0.584,1.211,0.059,-104.187,-21.545,6.104
0.578,1.148,-0.019,-53.223,-14.465,-7.935
0.539,1.040,-0.086,-8.789,-9.827,-19.165
0.485,0.954,-0.078,20.813,-10.315,-24.658
0.427,0.895,-0.079,38.635,-10.437,-25.574
0.366,0.828,-0.110,43.030,-10.071,-23.437
0.312,0.776,-0.133,31.189,-11.169,-16.907
0.280,0.792,-0.083,7.324,-13.733,-6.287
0.265,0.801,-0.045,-14.771,-15.869,2.502
0.252,0.793,-0.028,-35.339,-16.846,9.949
0.250,0.814,-0.001,-56.702,-18.188,17.212
0.265,0.868,0.003,-75.012,-18.860,23.132
0.275,0.928,0.008,-86.792,-18.738,24.048
0.286,0.903,0.038,-88.440,-17.334,19.409
0.282,0.912,0.010,-82.336,-11.780,14.160
0.291,0.916,-0.042,-75.439,-6.409,8.728
0.306,0.919,-0.053,-69.824,-4.089,3.113
0.302,0.902,-0.055,-63.599,-3.845,-2.686
0.280,0.836,-0.042,-52.185,-4.211,-9.277
0.258,0.767,-0.030,-36.804,-4.456,-13.489
0.283,0.740,-0.032,-20.569,-2.930,-12.878
0.288,0.781,-0.052,-0.854,-0.977,-11.841
0.278,0.739,-0.088,24.536,-0.244,-16.663
0.272,0.728,-0.108,44.739,0.305,-20.020
0.284,0.750,-0.145,61.829,1.038,-20.203
0.283,0.741,-0.151,81.055,0.000,-22.400
0.256,0.705,-0.095,100.769,-1.465,-25.757
0.234,0.651,-0.060,120.605,3.723,-27.832
0.260,0.620,-0.059,135.193,14.587,-25.330
0.278,0.680,-0.078,141.174,25.818,-18.066
0.333,0.781,-0.104,137.634,34.790,-10.559
0.317,0.942,-0.168,121.887,42.664,-6.165
0.223,1.012,-0.366,97.717,50.171,-9.033
0.099,0.940,-0.608,61.646,49.622,-11.414
0.093,1.006,-0.556,2.869,30.029,-1.526
0.182,1.035,-0.239,-49.255,1.526,9.888
0.269,1.034,0.062,-78.491,-16.602,17.090
0.317,1.095,0.288,-102.112,-22.705,26.672
0.347,1.206,0.350,-121.277,-16.235,34.729
0.411,1.349,0.274,-128.784,-2.197,35.339
0.437,1.362,0.073,-120.972,13.000,21.790
0.486,1.362,-0.086,-106.018,23.560,2.319
0.467,1.276,-0.240,-85.205,27.832,-14.587
0.435,1.204,-0.326,-67.505,26.917,-21.301
0.429,1.202,-0.341,-53.223,22.400,-16.602
0.419,1.205,-0.277,-37.048,16.235,-9.521
0.399,1.187,-0.150,-20.691,12.024,-4.211
0.381,1.169,-0.029,-4.761,12.939,2.319
0.353,1.185,0.001,13.611,17.090,7.874
0.310,1.094,-0.018,34.668,18.555,5.249
0.280,1.000,-0.089,48.828,17.822,3.601
0.241,1.101,0.117,53.528,6.287,8.423
0.258,0.956,-0.035,59.082,6.958,8.057
0.248,0.785,-0.179,71.777,16.846,-0.549
0.250,0.772,-0.238,65.247,14.832,3.967
0.267,0.853,-0.162,60.669,6.836,7.019
0.286,0.796,-0.122,65.735,4.639,2.075
0.293,0.706,-0.162,70.313,7.202,-3.113
0.306,0.747,-0.141,64.026,5.005,-1.892
0.298,0.742,-0.083,59.875,3.540,-1.831
0.304,0.734,-0.140,59.387,7.751,-3.662
0.270,0.694,-0.143,55.908,8.179,-6.104
0.243,0.761,-0.010,43.518,3.723,-4.883
0.237,0.698,-0.080,43.945,7.812,-10.132
0.216,0.677,-0.143,36.865,8.057,-11.536
0.197,0.741,-0.090,21.057,1.343,-9.827
0.201,0.800,-0.032,8.240,-2.563,-10.010
0.184,0.735,0.014,-1.770,-2.136,-13.550
0.137,0.851,0.075,-20.630,2.808,-11.719
0.116,0.820,-0.236,-42.480,17.700,-11.047
0.060,0.862,-0.177,-76.782,33.508,-6.653
0.091,1.066,-0.199,-104.614,45.959,0.549
0.181,0.972,-0.382,-110.107,57.312,0.000
0.368,1.041,-0.234,-111.023,48.340,7.019
0.482,1.179,-0.126,-80.139,34.912,9.460
0.568,1.185,-0.169,-17.334,21.057,-0.122
0.646,1.084,-0.107,49.500,10.620,-13.916
0.633,0.996,0.026,95.276,4.517,-21.912
0.541,0.821,0.040,126.465,12.024,-24.719
0.508,0.736,-0.034,140.259,24.109,-9.155
0.501,0.770,-0.061,133.484,25.940,16.907
0.510,0.932,-0.078,131.104,22.644,35.767
0.493,0.958,-0.059,140.259,16.724,34.790
0.520,0.938,-0.024,152.344,13.489,27.222
0.563,0.965,-0.025,147.034,15.564,23.987
0.614,1.090,-0.054,128.540,18.921,22.034
0.678,1.101,-0.049,107.544,17.944,11.108
0.496,0.949,-0.085,84.534,12.573,-3.052
0.408,0.753,-0.059,38.879,3.906,-3.418
0.382,0.871,0.060,-13.855,-5.798,12.451
0.342,0.834,0.068,-39.551,-11.108,20.142
0.304,0.818,0.066,-56.091,-15.503,25.635
0.286,0.849,0.066,-75.317,-19.287,35.645
0.280,0.890,0.022,-93.079,-21.057,45.105
0.279,0.975,-0.004,-109.497,-22.278,53.528
0.293,1.056,0.030,-117.554,-24.536,57.922
0.323,1.120,0.084,-110.474,-24.841,55.969
0.330,1.143,0.079,-87.952,-21.423,48.218
0.325,1.069,0.065,-57.312,-16.602,37.720
0.328,1.024,0.028,-29.480,-12.573,30.762
0.308,0.977,-0.006,-9.766,-10.742,26.733
0.286,0.966,-0.014,1.404,-11.169,24.231
0.272,0.951,-0.018,13.428,-11.230,22.095
0.270,0.942,-0.019,27.161,-10.132,20.386
0.286,0.948,0.002,41.809,-9.277,19.287
0.593,1.550,-0.710,-38.574,51.880,15.991
0.501,1.534,-0.536,-17.639,23.376,23.987
0.385,1.335,-0.129,27.832,15.259,23.132
0.293,1.139,0.047,73.303,21.790,19.836
0.190,0.938,0.102,89.905,32.227,14.893
0.112,0.860,0.164,70.007,37.231,15.320
0.134,0.906,0.157,35.156,38.696,18.860
0.240,0.958,0.064,12.329,35.217,19.592
0.358,1.058,0.001,-2.563,26.306,23.499
0.469,1.080,0.020,-5.615,16.907,26.001
0.548,1.132,0.002,-1.587,11.292,28.931
0.586,1.134,-0.008,9.277,10.864,31.921
0.596,1.106,-0.040,23.193,14.893,32.776
0.529,1.042,-0.058,37.781,18.738,31.738
0.441,0.922,-0.041,50.720,19.348,30.090
0.349,0.820,0.017,55.786,17.273,29.907
0.275,0.744,0.042,52.917,15.869,30.029
0.230,0.684,0.070,41.931,13.489,30.212
0.192,0.666,0.114,24.414,9.521,31.433
0.165,0.698,0.094,7.080,8.301,33.325
0.166,0.733,0.063,-3.296,8.484,34.302
0.193,0.760,0.044,-8.301,6.042,34.363
0.225,0.801,0.045,-10.925,0.000,34.241
0.240,0.842,0.048,-13.184,-6.104,34.119
0.230,0.853,0.045,-15.869,-10.071,33.264
0.189,0.842,0.018,-18.677,-12.329,32.349
0.144,0.816,-0.007,-22.766,-13.184,31.860
0.108,0.798,-0.007,-30.823,-12.695,33.081
0.086,0.773,-0.017,-41.443,-10.742,35.522
0.064,0.780,-0.021,-55.969,-8.362,39.734
0.065,0.828,-0.034,-73.242,-5.371,45.349
0.104,0.870,-0.054,-88.074,-3.235,49.683
0.142,0.895,-0.057,-96.252,-4.150,50.964
0.172,0.896,-0.076,-93.445,-6.897,49.438
0.155,0.891,-0.106,-83.130,-9.888,46.082
0.134,0.871,-0.154,-66.284,-11.902,42.297
0.112,0.862,-0.235,-48.340,-12.390,39.307
0.068,0.854,-0.273,-35.095,-13.611,36.255
0.016,0.860,-0.279,-26.978,-14.465,33.508
0.021,0.873,-0.286,-21.851,-15.015,31.189
0.016,0.911,-0.296,-18.738,-20.508,29.358
0.027,0.946,-0.364,-13.123,-28.748,26.855
0.055,0.917,-0.400,-9.521,-38.086,23.682
0.065,0.908,-0.394,-11.597,-49.194,22.888
0.082,0.947,-0.371,-20.874,-57.007,28.564
0.071,0.994,-0.335,-29.785,-61.523,37.415
0.036,1.036,-0.317,-29.785,-62.317,45.471
0.059,1.065,-0.325,-21.240,-58.472,50.659
0.088,1.071,-0.297,-10.132,-53.711,50.720
0.139,1.084,-0.263,-2.441,-48.889,48.340
0.219,1.117,-0.264,0.793,-43.884,45.654
0.278,1.136,-0.234,-5.554,-41.626,43.335
0.339,1.198,-0.161,-23.682,-40.894,43.945
0.422,1.265,-0.180,-46.631,-36.987,47.180
0.494,1.372,-0.196,-74.524,-35.400,51.331
0.495,1.477,-0.102,-99.792,-39.795,52.307
0.468,1.499,0.019,-101.624,-46.692,45.959
0.396,1.425,0.151,-78.491,-51.697,34.973
0.318,1.307,0.224,-40.894,-51.758,23.254
0.253,1.147,0.222,-5.737,-45.776,12.085
0.224,1.055,0.153,17.578,-35.950,4.333
0.222,0.974,0.078,27.832,-24.719,2.136
0.236,0.924,0.015,31.921,-15.015,3.418
0.244,0.883,-0.047,34.729,-8.118,6.531
0.257,0.854,-0.103,36.865,-4.333,10.193
0.271,0.862,-0.141,37.354,-3.357,14.282
0.267,0.897,-0.175,37.720,-3.479,17.334
0.252,0.918,-0.212,40.649,-2.747,18.066
0.225,0.914,-0.235,43.396,-1.953,17.517
0.199,0.916,-0.232,40.955,-2.319,17.517
0.156,0.862,-0.198,31.006,-3.906,16.174
0.129,0.804,-0.137,10.925,-6.287,17.395
0.138,0.838,-0.083,-11.963,-7.751,23.437
0.155,0.860,-0.070,-28.137,-9.277,27.405
0.176,0.890,-0.046,-37.781,-12.390,29.053
0.203,0.910,-0.034,-38.330,-14.954,28.320
0.217,0.922,-0.051,-27.405,-15.808,24.902
0.205,0.891,-0.091,-10.559,-15.991,19.836
0.177,0.866,-0.148,1.221,-15.381,15.808
0.143,0.861,-0.188,5.371,-14.221,14.221
0.118,0.856,-0.214,5.493,-11.841,13.916
0.088,0.876,-0.260,3.784,-8.240,15.137
0.075,0.898,-0.286,-1.404,-6.226,18.616
0.087,0.930,-0.225,-8.667,-8.179,22.827
0.119,0.938,-0.181,-15.076,-10.681,26.917
0.141,0.964,-0.134,-19.226,-12.756,30.396
0.165,0.984,-0.131,-17.212,-13.855,32.532
0.148,0.964,-0.167,-9.827,-13.916,32.776
0.112,0.921,-0.182,-4.150,-13.977,32.837
0.078,0.853,-0.232,-0.488,-12.939,34.180
0.049,0.818,-0.211,-0.793,-16.541,39.063
-0.003,0.802,-0.141,-4.150,-22.888,45.654
-0.056,0.784,-0.160,-0.977,-21.790,50.232
-0.093,0.777,-0.203,3.662,-14.954,56.030
-0.122,0.818,-0.207,3.906,-9.583,63.049
-0.128,0.882,-0.249,7.263,-4.944,65.979
-0.161,0.911,-0.270,10.193,-3.479,64.148
-0.220,0.948,-0.278,3.967,-3.357,61.401
-0.258,0.946,-0.245,-20.813,-3.174,58.533
-0.221,1.059,-0.059,-70.007,-3.357,58.716
-0.205,1.186,0.120,-119.507,4.089,57.556
-0.177,1.214,0.087,-147.095,21.606,50.476
-0.130,1.362,0.106,-166.687,33.142,43.213
-0.138,1.574,0.001,-161.621,40.771,36.011
-0.274,1.746,-0.119,-134.094,55.115,26.733
-0.370,1.562,-0.228,-81.543,74.951,20.508
-0.096,1.395,-0.469,-21.851,97.046,26.917
0.014,1.230,-0.288,27.466,92.102,21.423
0.128,1.150,-0.150,70.374,85.083,9.705
0.194,0.949,-0.102,106.628,85.693,-3.052
0.219,0.852,-0.182,120.300,87.341,-6.042
0.243,0.820,-0.337,116.272,87.708,-0.854
0.274,0.882,-0.450,100.525,81.787,6.409
0.302,0.927,-0.473,79.956,69.946,9.705
0.314,0.925,-0.385,58.960,53.406,7.629
0.260,0.876,-0.242,32.776,40.405,4.089
0.183,0.837,-0.153,7.690,36.865,3.662
0.095,0.871,-0.096,-11.414,35.889,6.653
-0.000,0.882,-0.049,-20.386,32.227,6.775
0.243,1.604,-0.907,-92.712,19.897,22.217
0.170,1.480,-0.907,-28.503,-0.061,4.028
0.090,1.228,-0.763,44.983,-29.358,-23.193
0.093,0.934,-0.518,111.511,-50.903,-47.424
0.105,0.724,-0.249,154.724,-51.575,-55.115
0.025,0.598,0.004,167.175,-40.100,-50.354
-0.041,0.604,0.068,146.973,-21.912,-40.039
-0.031,0.679,0.193,106.018,-13.428,-28.198
0.059,0.915,0.313,48.523,-11.597,-12.390
0.169,1.200,0.226,-8.362,-1.587,2.991
0.212,1.359,0.062,-45.776,12.390,9.888
0.202,1.388,-0.072,-63.965,21.179,8.545
0.206,1.309,-0.128,-64.392,22.095,3.540
0.197,1.171,-0.138,-54.016,20.630,-1.404
0.189,1.067,-0.126,-41.565,20.447,-2.625
0.190,0.993,-0.145,-28.320,21.973,-1.953
0.177,0.918,-0.184,-13.855,24.841,-1.343
0.163,0.887,-0.239,-3.906,28.748,0.183
0.162,0.903,-0.269,-1.892,31.860,2.808
0.155,0.907,-0.224,-3.906,31.616,3.906
0.141,0.906,-0.158,-6.897,30.823,3.357
0.141,0.902,-0.103,-8.301,30.884,2.441
0.158,0.878,-0.057,-6.958,31.006,0.916
0.187,0.859,-0.041,-3.479,30.823,-0.732
0.213,0.844,-0.044,2.686,30.151,-2.319
0.239,0.824,-0.059,12.024,29.114,-4.211
0.273,0.784,-0.067,21.423,26.917,-6.042
0.294,0.760,-0.062,27.588,23.376,-6.958
0.312,0.724,-0.060,31.433,20.142,-7.141
0.303,0.687,-0.046,32.532,17.395,-7.263
0.283,0.663,-0.049,30.273,16.357,-6.775
0.278,0.635,-0.070,26.001,16.479,-5.615
0.267,0.654,-0.037,17.395,14.709,-4.150
0.288,0.676,-0.049,12.573,15.442,-3.235
0.312,0.703,-0.060,10.620,16.479,-3.479
0.338,0.731,-0.079,10.254,17.334,-4.150
0.340,0.768,-0.130,11.414,17.761,-4.700
0.334,0.777,-0.181,13.428,14.648,-6.348
0.324,0.805,-0.178,12.329,5.615,-7.324
0.321,0.843,-0.170,7.812,-3.967,-9.399
0.249,0.881,-0.254,5.005,-6.775,-12.390
0.121,0.924,-0.464,3.113,-1.892,-13.245
-0.013,0.946,-0.726,-11.108,3.174,-10.010
-0.068,1.033,-0.740,-43.030,0.549,-1.160
-0.136,1.174,-0.552,-79.102,-3.052,8.545
-0.116,1.232,-0.308,-109.863,4.883,14.832
-0.079,1.271,-0.099,-132.141,18.738,18.799
-0.084,1.397,-0.027,-138.184,30.396,21.912
-0.168,1.422,-0.100,-113.037,36.804,19.043
-0.128,1.347,-0.210,-68.237,32.959,11.963
-0.124,1.298,-0.255,-21.423,18.494,7.996
0.001,1.284,-0.286,20.264,0.183,5.066
0.124,1.345,-0.278,49.866,-15.564,2.747
0.207,1.322,-0.289,71.899,-21.667,-5.371
0.261,1.290,-0.316,76.172,-18.005,-13.184
0.262,1.268,-0.325,65.735,-10.864,-15.564
0.233,1.253,-0.325,47.241,-2.136,-12.695
0.181,1.231,-0.350,25.208,9.277,-6.958
0.122,1.191,-0.358,6.409,19.104,-1.465
0.069,1.167,-0.390,-7.690,24.780,4.822
0.015,1.143,-0.392,-16.174,25.391,9.705
-0.026,1.086,-0.357,-14.587,21.851,12.085
-0.055,1.019,-0.326,-4.761,18.372,12.573
-0.068,0.953,-0.283,6.470,15.503,13.184
-0.070,0.908,-0.235,16.113,12.634,13.733
-0.072,0.863,-0.180,23.560,10.498,13.672
-0.067,0.843,-0.115,27.039,10.254,13.367
-0.046,0.832,-0.099,26.550,13.245,13.245
-0.004,0.828,-0.091,23.865,16.541,12.756
0.037,0.823,-0.111,20.630,19.897,11.963
0.075,0.836,-0.162,18.066,22.278,10.437
0.088,0.840,-0.223,18.188,22.461,8.423
0.093,0.831,-0.242,20.752,19.104,5.127
0.088,0.813,-0.253,22.217,15.930,1.892
0.073,0.768,-0.256,22.278,14.221,-1.038
0.066,0.755,-0.251,20.691,12.939,-3.418
0.052,0.726,-0.249,20.874,12.634,-6.531
0.025,0.695,-0.249,21.973,13.000,-10.681
0.002,0.671,-0.263,21.912,14.221,-14.465
-0.003,0.641,-0.277,20.996,14.893,-17.761
-0.013,0.620,-0.274,18.494,14.587,-20.447
-0.010,0.600,-0.259,15.808,12.390,-22.095
0.005,0.605,-0.240,11.475,7.690,-22.644
0.050,0.635,-0.171,4.395,0.610,-21.301
0.080,0.719,-0.090,-2.991,-5.249,-20.142
0.064,0.773,-0.076,-2.747,-6.287,-22.705
0.020,0.785,-0.088,3.296,-4.822,-26.733
0.010,0.819,-0.119,7.385,-2.502,-26.794
0.028,0.863,-0.152,6.775,-0.793,-24.231
0.051,0.886,-0.166,4.395,0.427,-22.766
0.060,0.913,-0.199,0.671,2.991,-20.935
0.069,0.953,-0.253,-5.005,6.958,-18.005
0.076,1.039,-0.301,-10.193,9.766,-14.465
0.086,1.106,-0.329,-12.634,8.972,-12.329
0.099,1.199,-0.346,-13.672,7.080,-10.132
0.103,1.284,-0.403,-14.404,11.230,-7.629
0.102,1.340,-0.466,-21.301,18.982,-4.089
0.106,1.383,-0.446,-35.400,24.109,1.953
0.148,1.398,-0.431,-48.706,29.541,9.155
0.186,1.388,-0.451,-56.763,36.133,15.747
0.194,1.389,-0.419,-57.373,37.964,22.400
0.206,1.349,-0.366,-42.053,38.269,25.696
0.220,1.292,-0.313,-13.245,37.598,23.804
0.221,1.212,-0.260,15.381,35.461,18.372
0.211,1.147,-0.214,35.889,31.311,12.634
0.189,1.075,-0.196,48.706,27.527,7.324
0.178,1.046,-0.205,53.284,25.208,4.333
0.192,1.016,-0.230,52.124,24.658,4.333
0.214,0.983,-0.216,47.852,23.315,6.287
0.239,0.948,-0.199,43.518,21.729,9.338
0.251,0.920,-0.186,39.917,21.057,12.085
0.249,0.905,-0.183,36.621,20.447,14.404
0.229,0.890,-0.181,34.424,18.982,15.381
0.208,0.861,-0.184,32.410,17.456,15.015
0.181,0.826,-0.180,27.588,15.991,14.343
0.158,0.801,-0.171,19.714,14.160,14.343
0.137,0.788,-0.159,10.559,11.658,14.954
0.125,0.785,-0.159,2.686,9.216,15.808
0.118,0.797,-0.162,-2.930,6.714,16.968
0.659,1.458,-0.634,-11.292,-12.146,27.222
0.607,1.393,-0.552,17.090,-24.353,14.771
0.537,1.277,-0.355,49.622,-38.147,2.502
0.481,1.131,-0.131,87.585,-49.561,-10.132
0.420,0.983,0.086,121.582,-54.443,-20.935
0.386,0.891,0.235,145.081,-49.316,-26.794
0.354,0.865,0.255,157.043,-34.302,-29.358
0.330,0.826,0.179,156.555,-17.212,-31.128
0.335,0.773,0.108,139.648,-6.897,-31.555
0.327,0.740,0.037,107.239,-4.517,-27.954
0.286,0.732,-0.021,65.918,-5.981,-20.325
0.229,0.746,-0.074,25.146,-7.568,-9.399
0.204,0.804,-0.109,-4.700,-7.568,2.014
0.196,0.882,-0.143,-20.996,-7.629,11.841
0.187,0.916,-0.143,-26.489,-8.728,17.395
0.166,0.921,-0.146,-26.550,-10.498,20.813
0.173,0.909,-0.168,-27.283,-11.414,25.269
0.183,0.891,-0.155,-32.837,-14.526,29.846
0.220,0.923,-0.102,-41.687,-18.616,36.072
0.233,0.907,-0.073,-48.706,-20.203,39.612
0.223,0.908,-0.047,-55.359,-19.531,41.748
0.193,0.906,-0.050,-61.096,-16.296,43.457
0.153,0.885,-0.068,-66.467,-12.207,42.969
0.118,0.882,-0.061,-72.021,-10.315,41.687
0.096,0.902,-0.055,-71.777,-8.850,38.818
0.084,0.906,-0.047,-63.049,-5.554,34.302
0.089,0.910,-0.043,-46.997,-1.465,30.212
0.117,0.948,-0.064,-27.039,3.662,28.564
0.151,1.005,-0.141,-5.554,8.057,26.978
0.184,0.985,-0.158,12.634,7.507,22.766
0.224,0.974,-0.130,23.926,5.188,19.653
0.260,0.989,-0.119,28.381,5.920,18.982
0.276,1.000,-0.151,28.809,9.155,18.738
0.281,1.026,-0.188,23.376,11.658,19.836
0.277,1.028,-0.184,13.123,11.414,20.020
0.258,1.005,-0.158,4.395,9.644,18.311
0.239,0.958,-0.158,1.892,10.071,14.771
0.203,0.908,-0.193,6.165,12.573,12.085
