aX,aY,aZ,gX,gY,gZ
-0.003,0.731,0.134,105.957,17.212,12.756
0.014,0.798,0.173,103.333,25.024,12.817
-0.048,0.820,0.193,99.060,27.954,8.301
-0.112,0.917,-0.032,96.008,43.030,7.019
-0.116,0.994,-0.470,84.961,62.195,8.789
0.026,1.097,-0.733,14.465,49.500,18.738
0.255,1.412,-0.648,-87.585,7.812,34.607
0.168,1.678,-0.036,-146.851,-45.654,36.804
0.163,1.685,0.659,-137.634,-72.571,18.616
0.130,1.541,0.929,-68.359,-46.143,-2.014
0.086,1.395,0.307,-1.526,9.583,-10.620
0.129,1.328,-0.152,26.917,33.325,-7.812
0.247,1.397,-0.000,28.015,13.306,1.099
0.292,1.442,0.137,37.598,1.465,6.287
0.269,1.370,0.033,60.486,10.742,4.333
0.209,1.290,-0.144,77.393,18.860,2.075
0.161,1.242,-0.239,81.970,13.245,2.197
0.133,1.206,-0.151,75.378,-3.357,3.967
0.103,1.158,0.078,59.326,-20.203,6.775
0.068,1.091,0.276,41.382,-25.513,10.376
0.026,0.996,0.339,26.794,-18.005,14.221
-0.013,0.917,0.294,12.817,-6.836,19.104
-0.034,0.875,0.244,-0.122,-0.427,25.757
-0.014,0.861,0.218,-7.507,2.869,30.884
0.011,0.859,0.198,-8.545,6.104,33.020
0.032,0.828,0.166,-2.380,10.620,31.860
0.061,0.795,0.120,6.836,15.869,29.297
0.084,0.795,0.082,15.137,17.822,26.428
0.104,0.818,0.056,24.109,16.296,22.034
0.115,0.822,0.047,33.447,13.062,15.015
0.114,0.781,0.049,40.833,8.850,6.287
0.092,0.699,0.074,42.053,3.174,-1.160
0.070,0.609,0.036,34.180,-0.122,-3.113
0.057,0.542,0.017,14.709,-2.441,-1.099
0.060,0.562,0.065,-5.737,-6.775,5.127
0.079,0.632,0.124,-18.372,-9.949,10.986
0.080,0.666,0.150,-22.400,-9.399,10.437
0.071,0.655,0.134,-19.653,-4.822,5.859
0.039,0.663,0.110,-21.057,1.160,3.906
0.039,0.675,0.110,-22.156,6.897,2.747
0.062,0.709,0.148,-13.367,9.399,-0.427
0.062,0.730,0.127,7.874,9.521,-6.714
-0.131,0.706,-0.056,25.208,8.118,-12.634
-0.332,0.691,-0.276,7.324,7.996,-6.836
-0.096,0.805,-0.442,-64.209,19.287,17.639
0.007,1.187,-0.062,-165.527,15.564,50.720
0.121,1.731,0.296,-244.873,7.690,71.533
0.182,1.845,-0.047,-262.878,40.894,55.359
0.019,1.601,-0.314,-242.920,52.917,18.127
-0.141,1.263,-0.440,-184.509,36.133,-2.625
0.040,1.064,-0.432,-115.112,15.381,-0.122
0.240,1.157,-0.369,-45.959,2.686,6.348
0.224,1.107,-0.243,12.817,-0.061,-4.578
0.168,1.169,-0.180,50.354,5.066,-12.207
0.100,1.236,-0.135,67.810,13.367,-10.742
0.038,1.180,-0.059,80.811,16.846,-12.878
-0.008,1.164,0.026,74.646,19.897,-10.193
-0.004,1.203,0.067,53.162,24.231,-4.761
0.034,1.211,0.065,34.912,27.588,-2.747
0.092,1.190,-0.003,23.743,29.480,-3.357
0.155,1.157,-0.114,20.447,29.663,-6.165
0.201,1.103,-0.193,26.001,27.222,-11.475
0.219,1.068,-0.239,35.645,23.499,-16.724
0.225,1.020,-0.246,47.852,18.982,-21.484
0.224,0.958,-0.208,59.937,14.587,-24.841
0.216,0.885,-0.155,66.528,12.695,-25.208
0.176,0.833,-0.114,64.209,12.878,-22.400
0.127,0.803,-0.084,53.040,13.367,-16.968
0.094,0.771,-0.037,38.757,13.672,-11.230
0.069,0.764,0.013,23.071,15.259,-5.127
0.063,0.795,0.058,9.583,18.799,0.366
0.055,0.801,0.083,1.282,23.987,4.272
0.038,0.783,0.069,-4.333,30.884,6.470
0.033,0.784,0.014,-9.827,37.231,9.583
0.032,0.819,-0.038,-13.184,39.307,13.062
0.031,0.866,-0.089,-10.559,37.598,13.794
0.042,0.869,-0.122,-2.441,36.011,10.925
0.073,0.860,-0.116,3.906,36.194,7.446
0.103,0.876,-0.078,6.531,36.926,6.104
0.106,0.906,-0.080,10.437,39.978,4.822
0.268,1.684,-0.248,-160.034,89.417,19.592
-0.138,0.674,-0.105,-35.706,83.191,-39.185
-0.019,0.975,-0.145,5.188,93.994,-5.249
0.317,0.996,-0.290,61.462,91.614,3.540
0.414,0.987,-0.257,107.239,73.975,-22.522
0.413,0.946,-0.235,142.700,60.852,-47.302
0.400,0.824,-0.274,178.406,63.293,-64.880
0.382,0.736,-0.302,186.707,71.411,-61.768
0.394,0.777,-0.280,160.950,80.627,-40.344
0.373,0.905,-0.229,110.718,87.708,-14.526
0.281,1.019,-0.120,61.279,88.440,0.916
0.233,1.099,-0.030,25.879,87.830,8.911
0.212,1.066,0.018,3.906,85.632,9.644
0.231,1.037,0.076,-16.357,81.055,6.287
0.271,1.042,0.068,-31.982,77.515,1.892
0.302,1.026,-0.001,-33.630,74.463,-3.723
0.314,0.961,-0.100,-27.161,73.120,-8.545
0.344,0.922,-0.174,-22.217,73.303,-9.888
0.377,0.938,-0.199,-17.944,73.608,-7.996
0.413,0.942,-0.191,-9.460,75.256,-6.042
0.417,0.939,-0.146,-1.770,76.965,-3.601
0.382,0.927,-0.089,1.404,78.857,-0.977
0.375,0.953,-0.092,2.136,83.557,2.625
0.354,0.965,-0.098,3.479,87.097,4.883
0.297,0.986,-0.020,9.277,81.726,4.150
0.250,0.958,-0.023,22.217,80.627,2.441
0.207,0.881,-0.068,31.555,83.618,2.258
0.204,0.882,-0.121,29.114,83.252,6.104
0.196,0.840,-0.115,27.893,76.904,6.836
0.191,0.820,-0.080,26.855,68.909,5.615
0.205,0.787,-0.097,22.644,65.979,5.249
0.223,0.794,-0.085,11.963,65.186,6.470
0.263,0.839,-0.055,-1.465,63.843,8.484
0.314,0.889,-0.035,-10.437,61.829,9.521
0.353,0.923,-0.049,-12.695,59.631,9.094
0.361,0.920,-0.058,-8.850,57.007,6.592
0.353,0.916,-0.091,-2.319,55.969,3.479
0.329,0.905,-0.161,6.165,57.007,0.122
0.302,0.863,-0.213,16.846,57.068,-3.479
0.260,0.837,-0.233,27.893,55.298,-7.019
0.222,0.784,-0.244,41.382,54.443,-11.353
0.120,0.750,-0.240,53.711,54.321,-15.442
-0.014,0.697,-0.289,69.397,57.983,-17.395
-0.067,0.686,-0.382,79.041,63.904,-13.916
-0.066,0.706,-0.227,68.237,52.673,-9.399
-0.126,0.850,0.026,37.964,39.429,-9.827
-0.122,0.818,0.114,4.089,41.504,-17.700
-0.064,0.950,0.192,-40.588,49.561,-12.939
0.013,1.079,0.134,-87.158,61.401,-5.188
0.119,1.164,-0.028,-121.582,74.463,-1.221
0.205,1.214,-0.214,-136.475,80.505,1.892
0.236,1.271,-0.349,-126.038,76.599,6.042
0.281,1.343,-0.485,-86.121,66.650,8.301
0.299,1.249,-0.468,-24.109,49.744,1.953
0.299,1.244,-0.340,21.729,32.349,-4.700
0.304,1.225,-0.252,46.814,26.550,-8.911
0.288,1.213,-0.156,51.575,25.940,-11.047
0.258,1.218,-0.110,33.875,27.649,-7.263
0.231,1.236,-0.104,7.019,29.968,-1.892
0.199,1.257,-0.128,-11.169,32.349,3.357
0.158,1.238,-0.131,-19.287,35.278,7.935
0.131,1.224,-0.115,-23.865,37.903,13.367
0.115,1.199,-0.099,-22.095,40.405,17.151
0.109,1.125,-0.088,-10.498,41.199,17.395
0.118,1.048,-0.099,4.944,40.527,17.273
0.121,0.998,-0.094,18.494,37.354,19.409
0.144,0.932,-0.110,29.236,33.813,19.592
0.166,0.920,-0.150,37.476,29.968,20.264
0.188,0.902,-0.172,49.316,25.269,19.531
0.197,0.841,-0.185,61.829,20.996,17.151
0.199,0.807,-0.162,65.063,16.296,17.029
0.197,0.797,-0.134,58.350,13.062,19.226
0.181,0.784,-0.115,47.119,11.658,21.423
0.160,0.786,-0.085,31.921,10.742,23.987
0.159,0.801,-0.047,16.235,10.193,26.672
0.161,0.836,-0.008,3.601,10.376,28.381
0.157,0.851,-0.007,-1.587,10.559,27.344
0.151,0.848,-0.012,-1.770,9.155,25.269
0.135,0.835,-0.026,0.122,5.859,23.376
0.117,0.828,-0.056,2.502,2.197,22.339
0.102,0.812,-0.069,4.150,-1.160,22.034
0.105,0.828,-0.057,2.869,-4.456,23.071
0.121,0.848,-0.031,-0.122,-6.897,24.597
0.145,0.865,-0.037,-3.906,-7.263,25.452
0.155,0.887,-0.034,-9.705,-7.446,25.330
0.168,0.920,-0.032,-16.785,-7.141,25.635
0.169,0.939,-0.057,-17.456,-6.226,24.719
0.162,0.970,-0.065,-10.010,-7.507,23.804
0.137,0.950,-0.053,5.066,-12.573,21.729
0.106,0.924,-0.034,21.484,-19.531,18.799
0.082,0.899,-0.004,34.058,-25.085,16.235
0.075,0.893,0.001,41.077,-25.513,14.160
0.065,0.901,0.001,42.908,-22.888,13.000
0.020,0.911,-0.029,42.419,-18.982,11.963
-0.113,0.937,-0.095,38.696,-14.771,11.902
-0.150,1.003,-0.171,22.461,-9.277,14.954
0.087,1.199,-0.109,-14.343,-4.089,20.935
0.105,1.292,0.011,-62.439,-0.854,16.602
0.159,1.335,-0.014,-106.079,9.460,7.202
0.148,1.539,-0.237,-133.240,19.043,-2.808
0.217,1.391,-0.470,-102.173,12.939,-31.860
0.027,1.248,-0.600,-60.303,-4.028,-46.875
0.221,1.039,-0.695,-37.109,-19.226,-26.917
0.496,1.328,-0.714,-3.906,-38.513,3.418
0.403,1.144,-0.578,64.026,-59.570,-10.254
0.263,1.010,-0.443,126.709,-68.054,-32.654
0.140,0.873,-0.403,167.725,-64.087,-42.114
0.107,0.719,-0.411,180.664,-56.335,-37.170
0.142,0.769,-0.403,150.940,-54.321,-16.113
0.172,1.014,-0.313,100.342,-56.152,3.540
0.117,0.920,-0.311,60.242,-54.260,2.319
0.076,0.856,-0.232,28.748,-53.162,3.296
0.084,0.850,-0.188,5.127,-53.894,10.803
0.129,0.853,-0.159,-8.911,-54.871,12.695
0.174,0.883,-0.138,-21.667,-57.983,11.963
0.203,0.915,-0.159,-34.302,-62.744,9.094
0.227,0.946,-0.192,-44.678,-69.946,6.470
0.242,0.947,-0.189,-49.500,-79.468,3.418
0.222,0.926,-0.164,-47.791,-86.487,0.061
0.579,1.412,-0.636,-173.279,-5.554,60.608
0.550,1.252,-0.261,-134.827,-33.569,41.931
0.509,1.099,-0.014,-89.050,-44.434,31.250
0.495,1.165,0.012,-47.058,-35.950,34.058
0.457,1.129,0.106,3.296,-27.161,25.391
0.441,1.029,0.135,40.649,-17.212,5.493
0.433,1.079,0.056,47.119,-3.357,-1.038
0.439,1.098,-0.063,48.279,3.662,-4.395
0.452,1.141,-0.145,40.649,4.517,-5.310
0.475,1.146,-0.198,29.297,4.211,-4.028
0.487,1.123,-0.248,20.508,4.211,-1.892
0.475,1.072,-0.283,23.987,1.160,-1.709
0.421,0.980,-0.297,40.527,-3.845,-4.944
0.381,0.854,-0.268,61.890,-8.057,-8.606
0.328,0.745,-0.244,79.468,-9.155,-9.399
0.302,0.648,-0.209,91.370,-7.568,-6.226
0.252,0.583,-0.186,98.145,-4.150,0.061
0.221,0.548,-0.183,95.947,0.916,10.681
0.219,0.589,-0.136,77.881,7.385,25.391
0.224,0.729,-0.202,53.650,14.832,37.048
0.244,0.855,-0.203,35.767,15.869,35.583
0.272,0.841,-0.183,14.648,15.015,23.865
0.310,0.846,-0.176,-15.808,18.738,19.653
0.335,0.883,-0.168,-43.396,19.592,22.766
0.352,0.859,-0.136,-59.631,20.081,20.752
0.344,0.848,-0.146,-68.970,21.545,18.372
0.334,0.853,-0.185,-64.270,21.057,16.724
0.320,0.862,-0.242,-48.584,20.264,16.052
0.300,0.836,-0.294,-27.405,19.287,14.832
0.269,0.844,-0.326,-9.949,18.494,15.808
0.259,0.859,-0.344,-0.549,18.066,18.005
0.250,0.874,-0.345,0.793,17.334,20.508
0.236,0.886,-0.353,-2.869,15.503,23.071
0.248,0.909,-0.327,-7.874,12.390,24.658
0.270,0.949,-0.290,-9.338,9.827,24.963
0.280,0.966,-0.252,-6.836,7.812,22.766
0.278,0.956,-0.194,-2.747,5.310,19.531
0.286,0.931,-0.156,-0.305,4.150,16.724
0.316,0.957,-0.181,0.305,6.531,16.174
0.326,0.990,-0.237,6.165,9.827,16.418
0.311,0.959,-0.267,17.395,10.742,14.160
0.268,0.912,-0.310,29.663,11.597,10.254
0.220,0.889,-0.372,42.236,12.695,5.554
0.182,0.879,-0.367,55.786,12.817,2.441
0.155,0.870,-0.288,66.650,12.390,1.221
0.174,0.900,-0.226,66.833,13.855,2.563
0.208,0.985,-0.231,56.702,16.785,4.150
0.228,1.068,-0.276,33.020,19.897,4.517
0.217,1.106,-0.261,-3.113,19.226,3.601
0.273,1.156,-0.182,-25.208,14.893,2.502
0.321,1.187,0.005,-18.616,8.606,0.061
0.359,1.143,0.037,7.080,11.963,-3.052
0.367,1.102,0.026,30.762,18.921,-3.479
0.355,1.095,-0.002,44.861,22.766,-1.465
0.367,1.104,-0.073,51.636,24.109,1.099
0.342,1.056,-0.130,56.335,20.691,0.366
0.383,1.036,-0.159,59.143,15.930,-1.953
0.361,0.985,-0.142,59.631,13.550,-4.089
0.322,0.934,-0.150,57.434,15.747,-5.005
0.273,0.898,-0.105,44.189,16.968,-1.587
0.240,0.885,0.005,23.437,15.442,4.150
0.231,0.868,0.076,5.188,14.771,9.460
0.248,0.845,0.079,-5.432,15.015,12.817
0.265,0.847,0.040,-10.010,13.123,16.785
0.290,0.866,-0.023,-9.583,10.437,21.057
0.312,0.890,-0.060,-8.606,7.446,25.391
0.333,0.913,-0.108,-8.301,7.019,28.931
0.353,0.955,-0.133,-10.864,8.789,32.532
0.366,0.997,-0.147,-14.709,11.780,34.485
0.356,1.020,-0.168,-15.076,14.160,33.203
0.322,1.002,-0.189,-10.071,13.672,28.076
0.265,0.937,-0.185,-2.441,10.498,20.386
0.200,0.832,-0.150,3.906,6.287,12.573
0.156,0.767,-0.094,7.324,2.136,7.996
0.119,0.724,-0.026,7.629,-0.122,6.592
0.095,0.712,-0.010,5.615,1.648,6.958
0.083,0.706,-0.012,2.136,4.456,7.568
0.086,0.727,-0.019,-0.244,5.310,8.667
0.101,0.759,-0.036,-3.113,5.554,9.705
0.123,0.799,-0.067,-6.653,6.897,9.766
0.137,0.818,-0.093,-9.460,9.216,7.629
0.154,0.811,-0.118,-12.817,12.390,4.089
0.179,0.813,-0.120,-19.470,13.611,0.854
0.193,0.815,-0.099,-21.790,12.329,-2.625
0.254,0.786,-0.076,-10.315,10.071,-7.263
0.283,0.731,-0.037,11.169,6.287,-13.123
0.292,0.708,-0.089,37.720,6.531,-18.616
0.242,0.644,-0.138,70.862,7.812,-24.780
0.094,0.616,-0.336,104.309,6.653,-25.452
-0.053,0.745,-0.667,110.046,-2.014,-14.038
0.012,0.961,-0.557,58.472,-24.780,-2.747
0.115,0.781,-0.093,-17.090,-40.649,-2.441
0.247,1.480,0.156,-124.268,-28.259,20.996
0.399,1.610,-0.279,-179.443,25.208,22.522
0.404,1.517,-0.606,-198.730,54.199,-4.150
0.353,1.370,-0.816,-199.524,47.119,-26.367
0.286,1.237,-0.893,-153.625,13.062,-39.001
0.431,1.093,-0.537,-89.355,-27.771,-30.945
0.613,1.268,-0.379,-26.733,-44.006,-10.681
0.574,1.032,-0.322,51.514,-43.152,-23.071
0.513,0.972,-0.120,93.262,-35.583,-31.738
0.436,1.066,-0.075,89.844,-17.395,-24.536
0.385,1.111,-0.046,79.224,-1.953,-20.996
0.349,1.171,-0.059,65.430,6.165,-18.494
0.353,1.186,-0.117,55.603,11.169,-17.822
0.387,1.167,-0.189,45.166,14.526,-17.883
0.397,1.076,-0.270,33.813,16.235,-19.653
0.382,0.974,-0.353,20.325,17.090,-20.874
0.404,0.966,-0.420,5.432,16.541,-18.921
0.398,0.923,-0.423,-1.953,12.634,-15.930
0.413,0.958,-0.395,1.404,5.920,-10.193
0.432,0.938,-0.337,12.878,-0.488,-5.310
0.451,0.930,-0.317,22.888,-3.601,-0.671
0.458,0.930,-0.286,28.198,-4.639,3.967
0.421,0.952,-0.282,26.917,-4.517,5.127
0.346,0.923,-0.264,19.470,-5.005,1.526
0.305,0.829,-0.227,5.249,-5.249,-0.916
0.287,0.851,-0.191,-12.695,-3.967,3.662
0.268,0.810,-0.173,-19.531,-2.686,5.371
0.303,1.564,-1.031,-180.603,25.635,10.376
0.365,1.415,-0.639,-155.029,-5.066,-17.273
0.336,1.310,-0.356,-109.070,-14.404,-31.677
0.205,1.286,-0.317,-71.411,-3.906,-27.405
0.297,1.176,-0.255,-31.860,8.179,-24.109
0.276,1.224,-0.304,-2.014,11.780,-21.423
0.123,1.183,-0.220,32.410,-0.366,-23.376
0.123,1.200,-0.042,47.668,-14.771,-21.484
0.102,1.197,-0.057,62.683,-14.099,-19.775
0.230,1.197,-0.091,62.500,-7.935,-13.794
0.396,1.247,-0.173,65.918,-3.235,-9.888
0.460,1.208,-0.266,83.069,4.089,-13.794
0.519,1.215,-0.252,90.027,8.606,-13.733
0.564,1.180,-0.209,96.924,10.803,-15.503
0.526,1.088,-0.203,107.788,15.076,-18.127
0.504,1.019,-0.211,118.591,20.325,-15.747
0.516,0.955,-0.267,125.854,22.522,-9.216
0.512,0.982,-0.250,122.437,20.935,-4.211
0.490,0.938,-0.244,120.544,19.409,-6.470
0.477,0.870,-0.250,110.107,16.174,-9.583
0.423,0.838,-0.185,89.478,10.498,-9.460
0.323,0.715,-0.201,63.354,5.493,-6.958
0.288,0.705,-0.120,20.630,-1.892,2.930
0.274,0.720,-0.035,-6.104,-8.545,12.634
0.258,0.704,-0.065,-15.808,-9.705,16.968
0.241,0.699,-0.018,-20.386,-11.047,19.348
0.233,0.698,-0.023,-18.372,-9.644,20.691
0.232,0.711,-0.056,-11.353,-5.615,21.118
0.241,0.735,-0.090,-5.310,-2.380,20.996
0.260,0.760,-0.144,1.709,0.366,19.592
0.280,0.764,-0.175,6.104,-0.305,17.273
0.310,0.812,-0.176,4.395,-4.517,16.052
0.338,0.801,-0.191,1.160,-10.864,11.292
0.377,0.817,-0.177,-6.775,-17.883,5.493
0.379,0.802,-0.092,-20.020,-22.949,1.160
0.365,0.812,-0.044,-27.100,-21.851,-2.869
0.322,0.808,-0.049,-24.048,-18.372,-7.751
0.263,0.775,-0.077,-13.489,-15.503,-14.404
0.215,0.717,-0.103,-1.648,-14.160,-20.447
0.175,0.632,-0.122,8.240,-14.038,-25.146
0.141,0.575,-0.157,13.184,-14.465,-26.062
0.125,0.564,-0.153,12.817,-16.663,-23.010
0.153,0.594,-0.090,9.033,-17.517,-17.944
0.194,0.609,-0.077,7.019,-14.465,-13.672
0.186,0.603,-0.066,9.277,-10.071,-9.644
0.134,0.623,-0.110,2.075,-7.507,-1.831
0.057,0.681,-0.195,-17.456,-6.531,11.719
0.169,0.829,-0.196,-47.241,-4.395,31.372
0.381,0.907,-0.253,-68.787,8.667,45.715
0.533,1.057,-0.386,-78.491,20.691,56.580
0.530,1.117,-0.780,-70.313,34.790,64.819
0.462,1.152,-0.926,-48.462,28.381,68.970
0.453,1.169,-0.828,-27.893,6.653,67.139
0.471,1.201,-0.663,-12.939,-11.841,59.082
0.506,1.222,-0.517,-1.099,-22.644,46.082
0.478,1.231,-0.243,1.343,-29.419,33.936
0.451,1.232,-0.229,-7.202,-23.987,25.391
0.406,1.247,-0.232,-18.921,-21.423,20.264
0.385,1.258,-0.247,-30.518,-23.804,16.479
0.400,1.281,-0.234,-39.795,-27.832,13.794
0.429,1.287,-0.200,-43.274,-30.151,10.254
0.423,1.253,-0.170,-38.330,-29.968,6.531
0.436,1.231,-0.246,-27.405,-25.269,4.700
0.436,1.138,-0.322,-8.667,-24.170,-1.099
0.432,1.026,-0.356,10.010,-26.550,-6.592
0.432,0.972,-0.351,24.231,-28.198,-10.010
0.424,0.918,-0.323,39.490,-28.076,-12.085
0.395,0.857,-0.276,57.983,-25.146,-14.526
0.346,0.795,-0.223,73.669,-20.569,-15.686
0.277,0.726,-0.194,83.252,-13.489,-14.404
0.239,0.722,-0.197,83.374,-6.165,-9.766
0.184,0.704,-0.211,74.951,-2.441,-6.836
0.146,0.646,-0.265,57.495,-1.465,-4.333
0.127,0.612,-0.305,23.315,-4.517,2.625
0.146,0.703,-0.286,-19.043,-11.230,14.343
0.181,0.754,-0.269,-51.270,-17.700,21.423
0.201,0.831,-0.263,-73.669,-21.606,25.879
0.206,0.856,-0.245,-84.351,-24.780,27.100
0.221,0.878,-0.214,-85.083,-26.367,25.391
0.238,0.872,-0.230,-79.956,-24.109,22.278
0.232,0.862,-0.222,-72.021,-18.799,18.127
0.216,0.843,-0.269,-61.462,-12.085,14.038
0.183,0.853,-0.318,-47.180,-5.798,11.841
0.163,0.827,-0.350,-27.466,-2.075,10.315
0.156,0.815,-0.375,-10.071,2.014,10.071
0.153,0.820,-0.395,0.061,5.493,10.925
0.136,0.823,-0.400,6.042,9.155,11.536
0.107,0.831,-0.405,11.292,14.343,12.268
0.061,0.813,-0.419,16.174,20.752,13.000
0.036,0.796,-0.427,18.860,26.245,15.198
0.044,0.778,-0.394,17.334,28.625,17.273
0.098,0.782,-0.341,15.686,29.236,19.531
0.140,0.755,-0.343,13.916,33.508,18.738
0.176,0.759,-0.355,4.028,46.265,17.212
0.214,0.787,-0.362,-13.489,64.148,16.541
0.252,0.909,-0.382,-28.992,83.740,16.663
0.309,1.088,-0.404,-29.785,94.360,15.259
0.385,1.204,-0.415,-7.263,86.914,11.108
0.414,1.216,-0.351,30.823,66.956,5.066
0.419,1.140,-0.284,64.819,49.133,2.136
0.434,1.084,-0.245,80.078,37.415,4.883
0.421,1.108,-0.278,69.641,28.625,13.428
0.447,1.200,-0.364,35.767,27.039,23.743
0.459,1.310,-0.220,-9.460,24.048,32.288
0.499,1.322,-0.015,-46.021,24.292,34.180
0.554,1.378,0.167,-64.514,30.212,32.227
0.529,1.379,0.186,-55.359,43.945,23.499
0.463,1.288,0.019,-32.227,58.472,10.986
0.420,1.202,-0.186,-11.047,63.599,1.892
0.472,1.015,-0.272,6.409,53.894,-3.052
0.551,1.021,-0.259,22.827,36.987,-3.601
0.578,1.026,-0.179,46.936,26.001,-5.859
0.554,0.981,-0.142,75.623,28.381,-9.033
0.494,0.905,-0.161,98.999,38.635,-9.766
0.440,0.830,-0.174,112.793,48.157,-6.042
0.391,0.789,-0.131,114.441,51.025,0.854
0.362,0.739,-0.076,106.689,49.072,9.888
0.341,0.727,-0.026,95.215,46.082,20.020
0.320,0.732,-0.037,87.463,44.922,26.245
0.790,1.472,-0.744,-105.713,13.672,51.880
0.704,1.426,-0.619,-82.092,2.869,42.969
0.635,1.281,-0.357,-32.410,-15.991,25.574
0.577,1.173,-0.191,13.184,-29.846,5.920
0.523,1.068,-0.096,51.697,-35.339,-11.475
0.434,0.985,-0.015,81.177,-35.278,-24.658
0.379,0.947,0.009,97.839,-28.259,-30.090
0.383,0.939,-0.011,104.065,-18.616,-28.076
0.387,0.893,-0.051,103.821,-13.550,-23.560
0.392,0.872,-0.046,98.999,-13.367,-17.456
0.421,0.847,-0.070,90.881,-12.085,-9.155
0.362,0.823,-0.137,87.219,-8.667,-4.944
0.393,0.738,-0.198,78.125,-6.836,1.831
0.383,0.851,-0.180,68.665,-9.949,9.094
0.334,0.769,-0.224,64.209,-10.193,-2.075
0.256,0.560,-0.288,41.382,-8.667,-9.399
0.240,0.687,-0.205,-2.380,-12.390,3.845
0.238,0.741,-0.177,-26.123,-14.465,13.916
0.225,0.723,-0.219,-31.738,-12.512,17.212
0.219,0.751,-0.216,-40.527,-13.245,23.560
0.247,0.777,-0.211,-51.514,-14.526,30.945
0.267,0.819,-0.221,-66.528,-15.442,36.743
0.277,0.870,-0.227,-85.022,-15.686,41.016
0.295,0.943,-0.203,-98.999,-15.015,43.640
0.295,0.999,-0.168,-98.816,-11.841,42.114
0.297,0.979,-0.187,-82.703,-6.958,36.377
0.293,0.957,-0.184,-64.819,-5.005,31.372
0.289,0.939,-0.180,-46.204,-5.066,27.771
0.286,0.896,-0.205,-26.733,-4.578,24.170
0.284,0.868,-0.217,-12.634,-3.357,21.973
0.292,0.859,-0.219,-6.287,-0.488,21.973
0.314,0.883,-0.237,-3.113,4.883,22.949
0.344,0.903,-0.278,2.991,10.071,23.437
0.358,0.920,-0.301,11.292,10.864,23.315
0.361,0.930,-0.324,18.799,8.667,22.034
0.359,0.928,-0.322,25.146,3.235,19.043
0.355,0.917,-0.300,28.809,-2.441,15.625
0.346,0.915,-0.304,29.236,-5.737,12.085
0.320,0.894,-0.343,28.870,-5.920,8.423
0.276,0.866,-0.358,26.184,-5.066,4.944
0.212,0.842,-0.355,22.766,-3.845,1.526
0.147,0.826,-0.359,22.034,-1.770,-2.014
0.125,0.800,-0.341,23.621,-1.770,-5.127
0.127,0.809,-0.258,27.588,-5.005,-7.874
0.140,0.835,-0.193,34.363,-8.057,-10.620
0.149,0.888,-0.155,36.072,-9.277,-12.512
0.177,1.027,-0.161,22.766,-7.324,-10.742
0.193,1.159,-0.238,-3.601,-2.258,-8.240
0.203,1.193,-0.255,-41.504,0.916,-4.272
0.275,1.264,-0.235,-75.195,1.343,2.686
0.396,1.308,-0.176,-80.994,2.686,8.240
0.481,1.345,-0.102,-64.209,4.272,8.789
0.470,1.368,-0.072,-31.494,5.615,3.906
0.438,1.224,-0.147,9.399,5.859,-4.944
0.396,1.201,-0.138,36.316,-1.770,-9.155
0.367,1.140,-0.125,56.702,-6.470,-13.977
0.348,1.076,-0.089,70.496,-7.324,-18.250
0.330,1.004,-0.060,73.242,-3.967,-18.005
0.304,0.948,-0.041,65.063,2.380,-13.245
0.278,0.924,-0.015,50.232,9.277,-6.287
0.263,0.915,0.005,37.231,13.977,-1.221
0.271,0.880,0.005,30.396,15.320,1.038
0.275,0.844,0.002,27.344,13.184,1.892
0.279,0.833,-0.034,26.123,9.949,2.808
0.291,0.851,-0.086,26.184,6.470,4.150
0.293,0.852,-0.121,27.588,2.625,4.578
0.285,0.847,-0.135,28.748,-1.282,5.249
0.284,0.835,-0.150,28.564,-3.784,5.676
0.297,0.831,-0.159,25.452,-4.639,6.714
0.297,0.822,-0.147,19.897,-4.395,7.690
0.291,0.811,-0.137,14.709,-2.197,8.667
0.289,0.796,-0.115,9.644,0.732,9.521
0.285,0.797,-0.078,5.737,3.113,9.949
0.274,0.796,-0.060,5.127,5.737,9.399
0.266,0.802,-0.054,7.568,6.653,8.057
0.255,0.799,-0.047,11.536,5.493,5.493
0.250,0.799,-0.028,16.479,3.479,2.014
0.258,0.807,-0.031,21.606,2.197,-0.488
0.266,0.818,-0.050,25.452,1.953,-1.953
0.279,0.832,-0.069,27.222,1.587,-3.357
0.288,0.829,-0.085,28.564,1.160,-5.066
0.292,0.818,-0.076,32.288,-0.549,-7.263
0.290,0.796,-0.045,37.292,-2.625,-9.705
0.291,0.793,0.011,41.626,-3.906,-11.780
0.266,0.790,0.042,44.983,-2.319,-13.916
0.227,0.806,0.018,45.044,1.404,-15.198
0.216,0.825,0.046,37.720,4.578,-15.198
0.215,0.881,0.032,24.902,6.348,-14.221
0.209,0.925,-0.001,7.324,7.080,-10.925
0.188,1.029,-0.017,-24.658,9.216,-2.075
0.240,1.217,-0.075,-72.571,17.883,13.062
0.370,1.353,-0.238,-123.047,32.043,24.231
0.518,1.383,-0.419,-155.823,36.194,24.780
0.470,1.248,-0.584,-143.005,29.602,17.883
0.466,0.954,-0.605,-83.252,15.808,15.259
0.408,0.931,-0.604,-9.644,3.418,17.212
0.372,0.821,-0.580,52.368,-5.859,6.226
0.386,0.853,-0.437,93.872,-14.404,0.427
0.381,0.870,-0.248,122.986,-23.010,-2.197
